Date,Price,Signal,Year,Strike,StrikeCount,Open,High,Low,Close,Adj Close,Volume
1999-11-10,,,,,,65.0,70.3125,64.5,68.25,35.90093994140625,80793700
1999-11-11,,,,,,68.75,76.9375,68.75,75.0,39.45158767700195,28309000
1999-11-12,,,,,,76.0,76.625,69.25,70.5,37.08448028564453,14768100
1999-11-15,,,,,,70.5,70.875,67.3125,69.0,36.29542541503906,8675100
1999-11-16,,,,,,67.875,68.0,65.0,66.0,34.717384338378906,6978600
1999-11-17,,,,,,65.5625,68.1875,65.125,67.6875,35.60504150390625,5806900
1999-11-18,,,,,,67.9375,68.9375,66.125,66.3125,34.881771087646484,4718700
1999-11-19,,,,,,66.3125,66.3125,64.25,65.0,34.19136428833008,5091100
1999-11-22,,,,,,64.0625,64.25,61.0,63.125,33.205078125,4785400
1999-11-23,,,,,,63.375,67.0,63.25,66.1875,34.816009521484375,2832200
1999-11-24,,,,,,66.0,68.1875,65.9375,67.6875,35.76715087890625,2179400
1999-11-26,,,,,,68.4375,69.4375,68.1875,69.125,36.526763916015625,1322500
1999-11-29,,,,,,70.0,70.25,67.0,68.125,35.99835968017578,1987000
1999-11-30,,,,,,67.375,67.625,66.0625,66.0625,34.90849685668945,1686100
1999-12-01,,,,,,66.25,67.375,65.625,65.875,34.80941390991211,1405700
1999-12-02,,,,,,66.0,67.0625,65.875,67.0625,35.436893463134766,1391000
1999-12-03,,,,,,67.4375,67.6875,66.3125,66.4375,35.106651306152344,1753500
1999-12-06,,,,,,66.5,66.5,65.375,66.25,35.007564544677734,1398900
1999-12-07,,,,,,65.9375,68.0,65.875,68.0,35.932289123535156,1793100
1999-12-08,,,,,,68.0,68.375,66.75,68.375,36.13044357299805,1774000
1999-12-09,,,,,,68.375,68.75,66.625,67.5,35.6681022644043,1713600
1999-12-10,,,,,,66.375,67.0,65.375,66.125,34.94149398803711,1248600
1999-12-13,,,,,,66.375,66.9375,64.875,66.0,34.875457763671875,1417800
1999-12-14,,,,,,66.0,66.0,64.75,65.0,34.34705352783203,1886600
1999-12-15,,,,,,65.0,65.0625,63.6875,63.75,33.6865234375,1602800
1999-12-16,,,,,,63.75,64.0625,63.25,64.0,33.818634033203125,1364600
1999-12-17,,,,,,64.75,67.625,64.6875,66.625,35.20572280883789,1980800
1999-12-20,,,,,,67.6875,68.5,66.9375,68.5,36.196510314941406,1501300
1999-12-21,,,,,,68.25,69.0,67.5,69.0,36.460689544677734,1265200
1999-12-22,,,,,,68.9375,68.9375,66.0625,67.0,35.40388488769531,1264700
1999-12-23,,,,,,66.5,67.875,65.625,67.75,35.800193786621094,1180600
1999-12-27,,,,,,68.5,69.6875,67.5,69.6875,36.823997497558594,1478800
1999-12-28,,,,,,69.5,69.6875,68.0625,69.0,36.460689544677734,1051400
1999-12-29,,,,,,69.0,69.375,67.5625,68.0,35.932289123535156,904700
1999-12-30,,,,,,69.25,69.5,68.0,68.0,35.932289123535156,926700
1999-12-31,,,,,,68.875,69.5,68.375,69.0,36.460689544677734,649300
2000-01-03,,,,,,69.6875,69.75,67.0,67.0625,35.436893463134766,1273200
2000-01-04,,,,,,67.0,67.0,64.625,64.9375,34.314029693603516,1385800
2000-01-05,,,,,,64.875,68.0,64.75,68.0,35.932289123535156,1401700
2000-01-06,,,,,,65.875,68.125,65.0,68.0,35.932289123535156,1959100
2000-01-07,,,,,,67.625,67.625,65.75,66.375,35.0736198425293,996000
2000-01-10,,,,,,66.875,67.4375,66.4375,67.0625,35.436893463134766,1191700
2000-01-11,,,,,,67.125,67.4375,65.25,65.25,34.479156494140625,1020000
2000-01-12,,,,,,66.125,67.5,65.4375,67.375,35.60203552246094,1097700
2000-01-13,,,,,,67.625,68.5,67.375,68.3125,36.097412109375,1071200
2000-01-14,,,,,,68.875,69.25,68.3125,69.0625,36.493751525878906,1160000
2000-01-18,,,,,,69.0,69.0,67.375,68.6875,36.295589447021484,980500
2000-01-19,,,,,,68.5,68.5625,67.4375,68.25,36.06439971923828,1087300
2000-01-20,,,,,,68.125,69.125,68.125,68.875,36.394649505615234,1972000
2000-01-21,,,,,,68.875,68.875,66.6875,67.25,35.53597640991211,1270100
2000-01-24,,,,,,67.875,68.25,66.0,66.0,34.875457763671875,831400
2000-01-25,,,,,,65.625,66.625,64.75,65.875,34.80941390991211,1263000
2000-01-26,,,,,,65.25,65.625,64.5,65.125,34.4130973815918,933400
2000-01-27,,,,,,65.3125,65.375,64.0,65.125,34.4130973815918,1128400
2000-01-28,,,,,,65.125,65.875,64.0,64.9375,34.314029693603516,1324700
2000-01-31,,,,,,63.0,64.0,59.0,60.0,31.704952239990234,5745800
2000-02-01,,,,,,59.6875,61.5,58.3125,61.375,32.43153762817383,4761000
2000-02-02,,,,,,59.75,59.9375,57.1875,58.25,30.78023910522461,4740600
2000-02-03,,,,,,59.25,59.5,57.375,57.625,30.449983596801758,1951900
2000-02-04,,,,,,58.1875,58.1875,56.0625,56.375,29.789461135864258,1745200
2000-02-07,,,,,,56.625,56.8125,55.5,55.75,29.45919418334961,1480200
2000-02-08,,,,,,56.25,59.375,55.75,59.375,31.374704360961914,2055100
2000-02-09,,,,,,59.5,59.625,58.0,58.0,30.64812469482422,1209400
2000-02-10,,,,,,58.0625,58.5,56.5,57.0625,30.152748107910156,995700
2000-02-11,,,,,,56.8125,57.0,55.125,55.125,29.128929138183594,1013900
2000-02-14,,,,,,55.3125,55.5,54.125,54.375,28.732627868652344,2052800
2000-02-15,,,,,,54.4375,55.0,53.5625,54.9375,29.02986717224121,1182900
2000-02-16,,,,,,55.1875,56.4375,54.5,56.0,29.59131622314453,1530000
2000-02-17,,,,,,56.5,58.25,56.125,58.0,30.64812469482422,1036000
2000-02-18,,,,,,58.0,59.4375,55.25,56.9375,30.08669090270996,1529200
2000-02-22,,,,,,56.9375,56.9375,54.5625,55.0,29.062868118286133,1226000
2000-02-23,,,,,,55.0625,56.25,54.0625,54.9375,29.02986717224121,855700
2000-02-24,,,,,,55.0,55.0,53.8125,54.0625,28.656169891357422,1049300
2000-02-25,,,,,,54.9375,55.75,54.0625,55.5,29.41813087463379,961700
2000-02-28,,,,,,55.5625,55.625,54.5,55.0,29.153099060058594,565600
2000-02-29,,,,,,55.0,55.3125,54.5,54.625,28.954320907592773,750900
2000-03-01,,,,,,54.625,54.6875,51.875,52.5,27.827966690063477,1471000
2000-03-02,,,,,,52.125,53.625,52.0625,53.3125,28.25863265991211,1136600
2000-03-03,,,,,,53.3125,53.5,52.5625,52.6875,27.927331924438477,1030700
2000-03-06,,,,,,54.375,54.375,52.5,52.75,27.960464477539062,1431500
2000-03-07,,,,,,52.75,52.8125,49.0,50.625,26.83409881591797,2319100
2000-03-08,,,,,,52.75,54.5,51.3125,54.3125,28.7886905670166,2275300
2000-03-09,,,,,,54.5,54.5,52.4375,53.0,28.092979431152344,1199700
2000-03-10,,,,,,53.75,54.375,53.0625,53.4375,28.324892044067383,776700
2000-03-13,,,,,,52.25,54.1875,52.125,52.75,27.960464477539062,671700
2000-03-14,,,,,,52.5,53.5,52.3125,52.5625,27.861072540283203,1072500
2000-03-15,,,,,,52.9375,55.375,51.625,54.9375,29.119962692260742,2274800
2000-03-16,,,,,,55.875,57.625,55.0625,56.25,29.81566047668457,1635300
2000-03-17,,,,,,57.0625,57.0625,55.5,55.5,29.41813087463379,622400
2000-03-20,,,,,,56.5,56.875,55.25,56.5625,29.981306076049805,843400
2000-03-21,,,,,,56.3125,58.375,55.25,58.1875,30.842653274536133,889000
2000-03-22,,,,,,58.1875,59.0625,56.8125,56.875,30.146953582763672,763100
2000-03-23,,,,,,56.8125,59.9375,56.0,59.625,31.604612350463867,1472900
2000-03-24,,,,,,60.0,64.125,59.8125,63.75,33.791080474853516,2148200
2000-03-27,,,,,,63.0,64.0,62.625,63.1875,33.49292755126953,960400
2000-03-28,,,,,,62.5,63.0,60.0625,60.25,31.935894012451172,639300
2000-03-29,,,,,,61.25,61.25,58.3125,59.0625,31.306453704833984,869700
2000-03-30,,,,,,58.8125,60.125,58.3125,58.5625,31.04143524169922,682400
2000-03-31,,,,,,59.5625,63.0,58.1875,62.984375,33.385276794433594,727100
2000-04-03,,,,,,62.0,62.0,59.0,59.375,31.47208595275879,830000
2000-04-04,,,,,,59.375,59.75,55.375,57.8125,30.643882751464844,1309000
2000-04-05,,,,,,56.8125,58.25,56.8125,58.1875,30.842653274536133,478000
2000-04-06,,,,,,58.3125,60.1875,58.3125,59.875,31.73711395263672,800700
2000-04-07,,,,,,59.875,61.4375,59.125,60.875,32.26719284057617,778200
2000-04-10,,,,,,61.125,64.0,61.0,64.0,33.923606872558594,1275600
2000-04-11,,,,,,63.3125,63.3125,62.125,63.1875,33.49292755126953,616700
2000-04-12,,,,,,62.8125,62.875,61.25,61.5,32.598472595214844,608700
2000-04-13,,,,,,61.5,61.5,59.4375,60.25,31.935894012451172,566300
2000-04-14,,,,,,58.5,58.75,55.0,55.0,29.153099060058594,859800
2000-04-17,,,,,,57.0,59.5,55.0,58.0,30.74327278137207,1152900
2000-04-18,,,,,,58.0,61.1875,58.0,60.6875,32.16780090332031,714900
2000-04-19,,,,,,60.1875,60.5,58.75,59.0625,31.306453704833984,510200
2000-04-20,,,,,,61.0,63.875,60.625,63.5,33.65857696533203,1730600
2000-04-24,,,,,,63.0,63.25,62.0,62.625,33.19477844238281,1071000
2000-04-25,,,,,,64.3125,66.4375,63.8125,66.4375,35.21560287475586,1644600
2000-04-26,,,,,,66.5,66.9375,64.9375,66.1875,35.083099365234375,1239300
2000-04-27,,,,,,65.5,66.5625,65.1875,65.9375,34.95059585571289,689400
2000-04-28,,,,,,66.6875,66.75,65.5,66.5,35.24873733520508,1011200
2000-05-01,,,,,,66.625,66.9375,64.25,64.25,34.05611801147461,904600
2000-05-02,,,,,,64.0625,64.4375,63.25,63.8125,33.82422637939453,1565300
2000-05-03,,,,,,64.0625,64.0625,62.3125,62.375,33.06226348876953,566400
2000-05-04,,,,,,62.125,62.125,60.0,60.9375,32.30030822753906,669000
2000-05-05,,,,,,59.75,60.875,59.0,59.875,31.73711395263672,834300
2000-05-08,,,,,,59.0,61.75,58.3125,61.0625,32.36655044555664,1726400
2000-05-09,,,,,,61.5,63.375,60.8125,62.5,33.12852096557617,859200
2000-05-10,,,,,,62.0,62.375,60.625,60.8125,32.23405456542969,880400
2000-05-11,,,,,,60.875,61.6875,60.875,61.25,32.465938568115234,934200
2000-05-12,,,,,,61.5,62.625,61.375,61.5625,32.631591796875,603600
2000-05-15,,,,,,61.5625,64.0,60.6875,63.3125,33.55919647216797,1110200
2000-05-16,,,,,,64.0,64.0,61.875,62.0,32.863487243652344,526500
2000-05-17,,,,,,61.75,62.875,61.1875,62.3125,33.02914047241211,466300
2000-05-18,,,,,,62.25,62.25,61.375,62.125,32.92976379394531,626500
2000-05-19,,,,,,61.875,62.1875,60.5,61.875,32.797237396240234,754800
2000-05-22,,,,,,61.625,61.875,59.875,61.4375,32.565330505371094,701700
2000-05-23,,,,,,61.1875,62.25,61.125,61.875,32.797237396240234,669500
2000-05-24,,,,,,61.0,61.375,59.125,59.625,31.604612350463867,592700
2000-05-25,,,,,,59.4375,60.25,58.0,58.875,31.296295166015625,795300
2000-05-26,,,,,,59.0,59.3125,56.75,57.1875,30.399272918701172,1003100
2000-05-30,,,,,,57.0,59.3125,57.0,59.0625,31.39597511291504,602100
2000-05-31,,,,,,59.9375,60.9375,59.625,59.875,31.827861785888672,794000
2000-06-01,,,,,,60.8125,62.0625,60.625,61.5,32.69168472290039,1261000
2000-06-02,,,,,,62.1875,62.4375,60.9375,61.0,32.42588424682617,745100
2000-06-05,,,,,,60.875,62.5,60.8125,61.5625,32.724884033203125,812100
2000-06-06,,,,,,61.5625,61.875,60.75,61.75,32.8245735168457,585000
2000-06-07,,,,,,61.75,62.1875,61.4375,62.0625,32.99067306518555,729800
2000-06-08,,,,,,62.0,62.125,60.25,60.25,32.02719497680664,606300
2000-06-09,,,,,,60.25,60.25,59.3125,59.3125,31.52885627746582,505500
2000-06-12,,,,,,59.0,59.875,57.5,59.34375,31.54546356201172,1105100
2000-06-13,,,,,,59.5,62.0625,59.25,61.3125,32.59199905395508,958400
2000-06-14,,,,,,61.1875,61.875,60.875,61.25,32.55876541137695,898600
2000-06-15,,,,,,61.5,62.5,61.4375,62.375,33.15679931640625,1076100
2000-06-16,,,,,,62.4375,62.75,61.375,61.75,32.8245735168457,721300
2000-06-19,,,,,,61.75,62.1875,60.25,62.125,33.02391815185547,1019300
2000-06-20,,,,,,61.875,62.0,60.875,61.4375,32.6584358215332,630200
2000-06-21,,,,,,60.9375,61.8125,60.5625,61.75,32.8245735168457,627200
2000-06-22,,,,,,61.5625,62.9375,61.25,62.9375,33.4557991027832,1331900
2000-06-23,,,,,,62.8125,62.8125,61.3125,61.4375,32.6584358215332,672500
2000-06-26,,,,,,60.75,61.0,60.3125,60.75,32.29299545288086,596300
2000-06-27,,,,,,60.75,60.9375,59.625,60.125,31.960763931274414,1001700
2000-06-28,,,,,,60.1875,60.8125,59.5625,59.625,31.694982528686523,754100
2000-06-29,,,,,,59.625,60.3125,58.625,60.25,32.02719497680664,1002300
2000-06-30,,,,,,60.3125,62.0,58.90625,58.90625,31.312894821166992,1990200
2000-07-03,,,,,,59.5,59.875,59.3125,59.4375,31.59530258178711,375000
2000-07-05,,,,,,59.625,61.3125,59.5,61.0,32.42588424682617,829500
2000-07-06,,,,,,61.0,61.4375,61.0,61.3125,32.59199905395508,570100
2000-07-07,,,,,,60.375,61.0,60.125,60.6875,32.25978088378906,733000
2000-07-10,,,,,,60.0,61.0625,59.875,61.0,32.42588424682617,596000
2000-07-11,,,,,,60.3125,60.9375,60.3125,60.8125,32.32622528076172,469800
2000-07-12,,,,,,60.5,61.0625,60.1875,60.6875,32.25978088378906,613300
2000-07-13,,,,,,60.5625,60.75,60.0625,60.3125,32.060420989990234,631200
2000-07-14,,,,,,60.6875,61.0,60.4375,60.875,32.35944366455078,678100
2000-07-17,,,,,,60.9375,61.375,60.0625,60.4375,32.12687301635742,944800
2000-07-18,,,,,,60.1875,60.875,60.1875,60.75,32.29299545288086,565500
2000-07-19,,,,,,60.75,61.5,60.625,61.25,32.55876541137695,1013500
2000-07-20,,,,,,60.875,60.9375,59.1875,59.5625,31.661746978759766,1154700
2000-07-21,,,,,,59.3125,60.0,59.0,59.5,31.628538131713867,1013100
2000-07-24,,,,,,58.75,59.5,58.5,59.0,31.36273193359375,930800
2000-07-25,,,,,,58.5625,59.0625,58.5625,58.6875,31.196619033813477,572700
2000-07-26,,,,,,58.625,58.6875,57.5625,58.125,30.897615432739258,868000
2000-07-27,,,,,,58.0,58.6875,57.5,58.125,30.897615432739258,508100
2000-07-28,,,,,,58.6875,58.875,57.25,57.375,30.49892807006836,468600
2000-07-31,,,,,,57.375,58.75,57.25,58.75,31.229846954345703,644900
2000-08-01,,,,,,58.5625,58.5625,57.875,58.3125,30.997299194335938,365400
2000-08-02,,,,,,58.375,58.5,57.75,58.1875,30.930845260620117,314000
2000-08-03,,,,,,57.625,58.5,57.3125,57.9375,30.797937393188477,447800
2000-08-04,,,,,,57.4375,58.0,57.4375,57.6875,30.665037155151367,339500
2000-08-07,,,,,,57.8125,57.9375,57.25,57.375,30.49892807006836,507300
2000-08-08,,,,,,57.125,57.25,56.6875,56.875,30.233144760131836,637200
2000-08-09,,,,,,56.875,57.0,55.6875,55.75,29.6351375579834,705200
2000-08-10,,,,,,55.4375,58.75,54.875,58.5,31.096940994262695,2150100
2000-08-11,,,,,,58.0,59.0,57.75,59.0,31.36273193359375,734100
2000-08-14,,,,,,58.75,59.0625,58.5,58.625,31.163423538208008,990300
2000-08-15,,,,,,58.375,58.5,57.5625,57.875,30.764724731445312,756500
2000-08-16,,,,,,57.625,58.0,57.25,57.3125,30.465717315673828,487600
